B00001P4ZH,qr_pair,2543d296da9766d8d17d040ecc781699
2543d296da9766d8d17d040ecc781699,question,0514ee34b672623dff659334a25b599b
2543d296da9766d8d17d040ecc781699,review,882b1e2745a4779c8f17b3d4406b91c7
2543d296da9766d8d17d040ecc781699,answers,[]
2543d296da9766d8d17d040ecc781699,start,[]
B00001P4ZH,qr_pair,d476830bf9282e2b9033e2bb44bbb995
d476830bf9282e2b9033e2bb44bbb995,question,7c46670208f7bf5497480fbdbb44561a
d476830bf9282e2b9033e2bb44bbb995,review,ce76793f036494eabe07b33a9a67288a
d476830bf9282e2b9033e2bb44bbb995,answers,"['Bass is weak as expected', 'Bass is weak as expected, even with EQ adjusted up']"
d476830bf9282e2b9033e2bb44bbb995,start,"[1302, 1302]"
B00001P4ZH,qr_pair,455575557886d6dfeea5aa19577e5de4
455575557886d6dfeea5aa19577e5de4,question,8fbf26792c438aa83178c2d507af5d77
455575557886d6dfeea5aa19577e5de4,review,d040f2713caa2aff0ce95affb40e12c2
455575557886d6dfeea5aa19577e5de4,answers,['The only fault in the sound is the bass']
455575557886d6dfeea5aa19577e5de4,start,[650]
B00001WRSJ,qr_pair,6895a59b470d8feee0f39da6c53a92e5
6895a59b470d8feee0f39da6c53a92e5,question,9876fd06ed8f075fcad70d1e30e7e8be
6895a59b470d8feee0f39da6c53a92e5,review,043e7162df91f6ea916c790c8a6f6b22
6895a59b470d8feee0f39da6c53a92e5,answers,['the best of all of them']
6895a59b470d8feee0f39da6c53a92e5,start,[1609]
B00001WRSJ,qr_pair,7a2173c502da97c5bd5950eae7cd7430
7a2173c502da97c5bd5950eae7cd7430,question,16506b53e2d4c2b6a65881d9462256c2
7a2173c502da97c5bd5950eae7cd7430,review,29ccd7e690050e2951be49289e915382
7a2173c502da97c5bd5950eae7cd7430,answers,"['The sound is so crisp', 'crazy obsession with sound and music']"
7a2173c502da97c5bd5950eae7cd7430,start,"[141, 38]"
B00001WRSJ,qr_pair,8ccaf0d790c7eedb2c393c7db80ed7a0
8ccaf0d790c7eedb2c393c7db80ed7a0,question,427de770fcd0e23b515b852bddbbeb72
8ccaf0d790c7eedb2c393c7db80ed7a0,review,deb36e2a474c0eb4b67356d8c423435b
8ccaf0d790c7eedb2c393c7db80ed7a0,answers,"['that had terrible bass', 'This is my first review for the Sony MDR']"
8ccaf0d790c7eedb2c393c7db80ed7a0,start,"[187, 7]"
B00001WRSJ,qr_pair,37a6f3cfb4fdd2f2ee7ad325a751d293
37a6f3cfb4fdd2f2ee7ad325a751d293,question,f72bd17ec3449293ec59310597dea8a8
37a6f3cfb4fdd2f2ee7ad325a751d293,review,456b1ca6c68d516da88d50f7b5451d39
